User_ID,Age,Gender,Annual_Income,Membership_Type,Membership_Duration,Frequency_of_Visit,Preferred_Time,Previous_Membership,Marital_Status,Location,Promotion_Response,Health_Condition,Membership_Prediction,Professional,Professional_Status
2801,70,Female,51124,Premium,45,3,Morning,No,Single,Rural,No,Excellent,Yes,Retired,Retired
2802,51,Female,96263,VIP,23,1,Morning,Yes,Divorced,Suburban,No,Poor,Yes,Employed,Working
2803,25,Male,17639,Basic,18,4,Afternoon,No,Divorced,Rural,Yes,Excellent,No,Early Career,Working
2804,38,Female,105255,VIP,14,6,Afternoon,No,Married,Suburban,No,Average,Yes,Employed,Working
2805,51,Female,74972,Premium,50,4,Evening,Yes,Divorced,Suburban,No,Good,Yes,Employed,Working
2806,21,Male,7571,Basic,36,4,Evening,Yes,Married,Rural,Yes,Average,No,Student,In Education
2807,42,Male,88195,Premium,15,4,Afternoon,Yes,Single,Suburban,No,Poor,Yes,Employed,Working
2808,32,Male,67226,Premium,5,5,Afternoon,Yes,Divorced,Rural,No,Good,No,Employed,Working
2809,21,Male,13351,Basic,53,2,Afternoon,Yes,Divorced,Urban,Yes,Excellent,Yes,Student,In Education
2810,62,Female,87731,VIP,46,4,Morning,No,Divorced,Urban,No,Good,Yes,Late Career,Working
2811,29,Male,36900,Basic,48,4,Evening,No,Married,Rural,Yes,Average,No,Early Career,Working
2812,49,Male,104129,VIP,15,4,Afternoon,Yes,Married,Suburban,No,Good,Yes,Employed,Working
2813,49,Female,39113,Premium,11,3,Afternoon,Yes,Single,Rural,Yes,Good,No,Employed,Working
2814,45,Male,75767,VIP,2,3,Morning,Yes,Married,Rural,No,Average,Yes,Employed,Working
2815,30,Female,27752,Basic,23,1,Afternoon,Yes,Divorced,Urban,Yes,Average,Yes,Early Career,Working
2816,48,Male,86109,VIP,24,2,Evening,Yes,Divorced,Suburban,No,Poor,No,Employed,Working
2817,31,Female,60420,Premium,18,4,Morning,No,Married,Urban,No,Good,No,Employed,Working
2818,37,Female,66017,VIP,4,1,Afternoon,No,Single,Suburban,No,Excellent,No,Employed,Working
2819,35,Female,53283,Premium,15,6,Evening,Yes,Married,Rural,No,Average,No,Employed,Working
2820,46,Male,97941,VIP,12,1,Evening,Yes,Married,Urban,No,Good,No,Employed,Working
2821,23,Female,49050,Premium,59,6,Morning,Yes,Divorced,Suburban,No,Average,Yes,Early Career,Working
2822,49,Male,66024,VIP,59,6,Evening,Yes,Divorced,Rural,No,Poor,No,Employed,Working
2823,46,Male,72885,Premium,3,2,Morning,No,Divorced,Urban,No,Average,No,Employed,Working
2824,60,Male,75648,VIP,32,3,Evening,Yes,Married,Rural,No,Average,No,Late Career,Working
2825,19,Female,31799,Basic,36,2,Afternoon,Yes,Married,Suburban,Yes,Poor,No,Student,In Education
2826,40,Male,80851,VIP,21,1,Morning,Yes,Single,Rural,No,Average,No,Employed,Working
2827,36,Female,41640,Basic,48,6,Evening,No,Divorced,Urban,No,Poor,No,Employed,Working
2828,48,Male,61137,Premium,6,2,Morning,No,Single,Urban,No,Good,No,Employed,Working
2829,68,Male,84048,VIP,2,3,Evening,Yes,Divorced,Suburban,No,Good,Yes,Retired,Retired
2830,22,Female,8291,Basic,58,1,Morning,Yes,Single,Urban,Yes,Good,No,Student,In Education
2831,36,Male,38999,Basic,54,2,Afternoon,No,Divorced,Rural,Yes,Excellent,Yes,Employed,Working
2832,51,Female,49165,Premium,9,4,Morning,Yes,Married,Urban,No,Average,Yes,Employed,Working
2833,27,Male,20381,Basic,12,4,Morning,No,Divorced,Rural,Yes,Poor,Yes,Early Career,Working
2834,42,Female,62336,Premium,44,2,Afternoon,Yes,Single,Suburban,No,Average,Yes,Employed,Working
2835,19,Female,15291,Basic,59,2,Evening,No,Single,Urban,Yes,Excellent,No,Student,In Education
2836,28,Male,47821,Basic,24,6,Afternoon,No,Divorced,Urban,No,Average,No,Early Career,Working
2837,67,Male,71999,Premium,14,6,Morning,Yes,Married,Suburban,No,Excellent,Yes,Retired,Retired
2838,48,Female,72788,Premium,49,3,Afternoon,Yes,Divorced,Suburban,No,Average,No,Employed,Working
2839,32,Female,56905,Premium,41,1,Afternoon,No,Married,Urban,No,Excellent,Yes,Employed,Working
2840,26,Male,36982,Basic,12,2,Morning,Yes,Divorced,Rural,Yes,Poor,Yes,Early Career,Working
2841,40,Male,66710,Premium,27,1,Morning,Yes,Married,Urban,No,Average,Yes,Employed,Working
2842,36,Female,76671,VIP,10,4,Afternoon,Yes,Divorced,Suburban,No,Average,Yes,Employed,Working
2843,26,Female,39062,Basic,43,1,Morning,Yes,Divorced,Suburban,Yes,Poor,Yes,Early Career,Working
2844,52,Male,78677,Premium,2,5,Evening,No,Married,Urban,No,Poor,No,Employed,Working
2845,38,Female,42181,Premium,31,3,Evening,No,Married,Rural,No,Good,No,Employed,Working
2846,26,Male,38242,Basic,28,3,Evening,No,Divorced,Urban,Yes,Excellent,No,Early Career,Working
2847,45,Female,43947,VIP,16,1,Evening,Yes,Single,Urban,No,Poor,No,Employed,Working
2848,63,Male,99048,VIP,59,3,Afternoon,Yes,Married,Urban,No,Good,No,Late Career,Working
2849,68,Other,83213,VIP,1,1,Afternoon,Yes,Single,Suburban,No,Excellent,Yes,Retired,Retired
2850,24,Female,38162,Basic,22,1,Afternoon,Yes,Single,Suburban,Yes,Good,No,Early Career,Working
2851,33,Female,60757,Premium,1,4,Morning,No,Single,Suburban,No,Average,Yes,Employed,Working
2852,33,Female,40245,Basic,31,1,Afternoon,Yes,Single,Urban,No,Excellent,No,Employed,Working
2853,50,Female,41795,Premium,22,3,Afternoon,No,Divorced,Urban,No,Average,Yes,Employed,Working
2854,21,Female,13401,Basic,34,5,Morning,Yes,Married,Rural,Yes,Average,Yes,Student,In Education
2855,21,Male,24450,Basic,12,2,Morning,No,Divorced,Urban,Yes,Average,Yes,Student,In Education
2856,56,Female,51190,Premium,59,3,Morning,Yes,Divorced,Rural,No,Average,Yes,Late Career,Working
2857,57,Female,56917,Premium,55,5,Evening,No,Divorced,Urban,No,Average,Yes,Late Career,Working
2858,34,Female,56017,Premium,23,3,Afternoon,Yes,Divorced,Rural,No,Average,Yes,Employed,Working
2859,54,Male,65161,Premium,28,5,Afternoon,No,Divorced,Urban,No,Good,No,Employed,Working
2860,56,Male,93082,VIP,52,3,Afternoon,Yes,Married,Suburban,No,Good,No,Late Career,Working
2861,69,Male,67663,VIP,50,2,Morning,Yes,Divorced,Urban,No,Excellent,Yes,Retired,Retired
2862,46,Female,61463,Premium,12,4,Afternoon,Yes,Divorced,Urban,No,Excellent,Yes,Employed,Working
2863,69,Male,74425,VIP,27,4,Evening,Yes,Divorced,Urban,No,Excellent,No,Retired,Retired
2864,53,Female,66736,Premium,23,2,Afternoon,No,Single,Urban,No,Average,Yes,Employed,Working
2865,55,Female,79323,VIP,1,3,Afternoon,No,Divorced,Urban,No,Average,No,Employed,Working
2866,56,Female,81155,VIP,60,5,Morning,No,Married,Suburban,No,Good,Yes,Late Career,Working
2867,67,Female,100403,VIP,59,1,Evening,Yes,Married,Suburban,No,Good,No,Retired,Retired
2868,54,Male,48446,Premium,43,3,Afternoon,Yes,Married,Rural,No,Excellent,Yes,Employed,Working
2869,69,Male,84634,VIP,2,2,Morning,Yes,Single,Suburban,No,Poor,No,Retired,Retired
2870,52,Male,102391,VIP,44,6,Evening,Yes,Married,Suburban,No,Poor,No,Employed,Working
2871,24,Female,38850,VIP,31,4,Evening,No,Single,Suburban,Yes,Average,No,Early Career,Working
2872,44,Male,118169,VIP,2,4,Morning,No,Married,Suburban,No,Average,Yes,Employed,Working
2873,45,Female,76146,VIP,49,3,Morning,No,Single,Suburban,No,Average,No,Employed,Working
2874,39,Male,73152,VIP,25,5,Morning,No,Married,Rural,No,Good,No,Employed,Working
2875,31,Male,72006,Premium,38,2,Morning,No,Divorced,Urban,No,Average,Yes,Employed,Working
2876,24,Male,43570,Premium,48,2,Morning,Yes,Married,Urban,No,Average,Yes,Early Career,Working
2877,54,Female,90214,VIP,19,5,Morning,No,Married,Suburban,No,Average,Yes,Employed,Working
2878,39,Female,71339,Premium,28,5,Afternoon,No,Married,Urban,No,Poor,No,Employed,Working
2879,22,Male,12488,Basic,6,3,Morning,No,Divorced,Rural,Yes,Poor,Yes,Student,In Education
2880,19,Female,12145,Basic,39,3,Morning,No,Single,Rural,Yes,Excellent,No,Student,In Education
2881,44,Male,72849,Premium,19,6,Evening,Yes,Single,Urban,No,Average,No,Employed,Working
2882,38,Other,44364,Basic,52,4,Evening,Yes,Divorced,Urban,No,Good,No,Employed,Working
2883,55,Female,73543,Premium,58,4,Evening,Yes,Divorced,Suburban,No,Poor,No,Employed,Working
2884,32,Male,68357,Premium,17,5,Morning,No,Single,Suburban,No,Excellent,No,Employed,Working
2885,38,Female,58090,Premium,6,1,Morning,No,Single,Urban,No,Average,Yes,Employed,Working
2886,27,Male,31014,Basic,15,1,Afternoon,No,Single,Rural,Yes,Poor,Yes,Early Career,Working
2887,40,Other,72135,VIP,22,1,Afternoon,Yes,Single,Suburban,No,Good,Yes,Employed,Working
2888,56,Male,117628,VIP,41,2,Afternoon,Yes,Single,Urban,No,Good,Yes,Late Career,Working
2889,22,Female,12834,Basic,34,3,Afternoon,Yes,Divorced,Urban,Yes,Good,Yes,Student,In Education
2890,18,Male,10298,Basic,5,5,Morning,No,Single,Rural,Yes,Good,Yes,Student,In Education
2891,30,Female,33114,VIP,53,4,Evening,Yes,Single,Urban,Yes,Average,Yes,Early Career,Working
2892,38,Female,55862,Premium,23,1,Morning,Yes,Married,Rural,No,Excellent,No,Employed,Working
2893,43,Female,77110,VIP,5,4,Morning,Yes,Divorced,Suburban,No,Excellent,No,Employed,Working
2894,67,Female,72427,VIP,44,3,Morning,No,Divorced,Suburban,No,Good,No,Retired,Retired
2895,62,Female,66249,Premium,10,6,Morning,No,Single,Rural,No,Average,No,Late Career,Working
2896,38,Male,58922,Premium,4,6,Evening,Yes,Married,Rural,No,Excellent,No,Employed,Working
2897,70,Male,83774,VIP,12,5,Evening,Yes,Married,Urban,No,Excellent,Yes,Retired,Retired
2898,35,Male,72521,Premium,47,1,Afternoon,Yes,Single,Urban,No,Excellent,Yes,Employed,Working
2899,54,Other,72758,Premium,10,1,Morning,Yes,Married,Rural,No,Good,Yes,Employed,Working
2900,62,Male,120933,VIP,60,6,Afternoon,No,Single,Suburban,No,Average,No,Late Career,Working
2901,49,Female,62193,Premium,30,5,Evening,No,Divorced,Urban,No,Good,Yes,Employed,Working
2902,53,Female,45253,Basic,50,4,Evening,Yes,Married,Rural,No,Average,No,Employed,Working
2903,34,Male,89687,VIP,24,3,Afternoon,Yes,Single,Urban,No,Poor,No,Employed,Working
2904,52,Male,55593,Premium,5,6,Evening,Yes,Single,Urban,No,Average,Yes,Employed,Working
2905,66,Male,66207,Premium,13,6,Evening,Yes,Single,Urban,No,Average,No,Retired,Retired
2906,28,Male,63739,Premium,36,3,Morning,Yes,Divorced,Suburban,No,Good,No,Early Career,Working
2907,38,Male,105320,VIP,9,3,Morning,No,Married,Suburban,No,Good,Yes,Employed,Working
2908,69,Male,66801,Premium,18,6,Evening,No,Divorced,Urban,No,Poor,Yes,Retired,Retired
2909,70,Female,71902,VIP,35,4,Evening,No,Divorced,Urban,No,Good,Yes,Retired,Retired
2910,43,Other,61007,Premium,31,4,Afternoon,Yes,Married,Urban,No,Average,Yes,Employed,Working
2911,21,Male,46700,Premium,24,1,Afternoon,Yes,Divorced,Suburban,No,Excellent,No,Student,In Education
2912,51,Male,79968,VIP,43,4,Evening,No,Single,Urban,No,Good,Yes,Employed,Working
2913,69,Male,73306,Premium,4,2,Morning,Yes,Married,Rural,No,Excellent,Yes,Retired,Retired
2914,65,Female,84177,VIP,41,5,Morning,No,Divorced,Urban,No,Excellent,Yes,Late Career,Working
2915,35,Female,68201,Premium,26,4,Afternoon,Yes,Married,Rural,No,Excellent,Yes,Employed,Working
2916,57,Male,74655,Premium,44,3,Morning,No,Divorced,Urban,No,Good,No,Late Career,Working
2917,52,Male,54740,Premium,58,4,Morning,No,Single,Rural,No,Average,No,Employed,Working
2918,58,Female,66918,VIP,42,1,Afternoon,Yes,Divorced,Urban,No,Excellent,No,Late Career,Working
2919,46,Female,60002,Premium,10,5,Afternoon,Yes,Married,Urban,No,Poor,Yes,Employed,Working
2920,69,Male,72280,VIP,41,5,Morning,Yes,Divorced,Rural,No,Good,Yes,Retired,Retired
2921,46,Female,70614,Premium,42,3,Afternoon,No,Single,Rural,No,Excellent,No,Employed,Working
2922,55,Male,101576,VIP,9,5,Evening,No,Single,Suburban,No,Excellent,No,Employed,Working
2923,59,Male,76577,VIP,1,2,Afternoon,Yes,Single,Rural,No,Good,Yes,Late Career,Working
2924,38,Female,94371,VIP,54,5,Evening,No,Divorced,Suburban,No,Average,No,Employed,Working
2925,59,Female,70868,VIP,16,6,Evening,No,Married,Rural,No,Poor,Yes,Late Career,Working
2926,30,Male,32919,Basic,58,3,Evening,No,Divorced,Urban,Yes,Excellent,Yes,Early Career,Working
2927,66,Female,72130,Premium,46,5,Afternoon,Yes,Divorced,Suburban,No,Poor,No,Retired,Retired
2928,58,Male,88890,VIP,13,4,Afternoon,No,Divorced,Suburban,No,Good,No,Late Career,Working
2929,34,Female,73131,Premium,38,1,Afternoon,Yes,Married,Urban,No,Average,Yes,Employed,Working
2930,26,Female,22395,Basic,14,6,Evening,Yes,Single,Rural,Yes,Good,Yes,Early Career,Working
2931,58,Female,64255,Premium,40,6,Afternoon,No,Single,Urban,No,Average,No,Late Career,Working
2932,18,Female,22082,Basic,23,4,Morning,No,Single,Urban,Yes,Excellent,No,Student,In Education
2933,19,Male,25769,Basic,55,6,Morning,Yes,Married,Suburban,Yes,Excellent,No,Student,In Education
2934,65,Female,85522,VIP,18,2,Afternoon,No,Divorced,Suburban,No,Excellent,Yes,Late Career,Working
2935,46,Female,69720,VIP,28,2,Evening,No,Divorced,Urban,No,Average,No,Employed,Working
2936,50,Female,59082,Premium,59,1,Afternoon,Yes,Divorced,Urban,No,Good,No,Employed,Working
2937,27,Male,25843,Basic,20,1,Morning,Yes,Married,Rural,Yes,Excellent,No,Early Career,Working
2938,67,Female,30027,Basic,1,1,Evening,No,Divorced,Urban,Yes,Average,Yes,Retired,Retired
2939,57,Female,88988,VIP,12,1,Afternoon,No,Married,Suburban,No,Excellent,Yes,Late Career,Working
2940,38,Male,67545,Premium,27,5,Afternoon,Yes,Single,Rural,No,Good,Yes,Employed,Working
2941,45,Female,76766,VIP,43,6,Evening,No,Single,Suburban,No,Poor,Yes,Employed,Working
2942,28,Male,30435,Basic,13,4,Evening,Yes,Married,Rural,Yes,Poor,Yes,Early Career,Working
2943,51,Male,52934,Premium,55,2,Morning,Yes,Single,Rural,No,Good,No,Employed,Working
2944,25,Female,50333,Premium,4,5,Afternoon,Yes,Married,Suburban,No,Excellent,Yes,Early Career,Working
2945,39,Female,74713,VIP,25,1,Morning,Yes,Divorced,Suburban,No,Excellent,No,Employed,Working
2946,25,Female,41235,Premium,6,3,Morning,Yes,Single,Suburban,No,Poor,Yes,Early Career,Working
2947,66,Male,94276,VIP,54,3,Evening,No,Single,Suburban,No,Poor,Yes,Retired,Retired
2948,32,Other,66627,Premium,57,4,Afternoon,No,Divorced,Rural,No,Poor,Yes,Employed,Working
2949,34,Male,95665,VIP,45,2,Morning,Yes,Divorced,Urban,No,Poor,No,Employed,Working
2950,40,Male,67383,VIP,56,2,Morning,Yes,Married,Urban,No,Average,Yes,Employed,Working
2951,41,Male,67718,VIP,22,4,Evening,Yes,Single,Urban,No,Good,No,Employed,Working
2952,62,Female,83319,VIP,45,1,Afternoon,Yes,Divorced,Urban,No,Excellent,No,Late Career,Working
2953,36,Female,58607,Premium,38,1,Afternoon,Yes,Single,Urban,No,Excellent,Yes,Employed,Working
2954,22,Female,8382,Basic,54,6,Morning,Yes,Single,Rural,Yes,Good,No,Student,In Education
2955,49,Female,65731,Premium,36,2,Evening,No,Single,Suburban,No,Excellent,No,Employed,Working
2956,61,Male,90914,VIP,53,2,Afternoon,Yes,Single,Suburban,No,Excellent,Yes,Late Career,Working
2957,18,Female,25054,Basic,3,2,Afternoon,Yes,Married,Suburban,Yes,Poor,No,Student,In Education
2958,40,Male,84447,Premium,57,1,Morning,No,Divorced,Rural,No,Excellent,Yes,Employed,Working
2959,54,Female,56528,Premium,15,3,Afternoon,No,Single,Suburban,No,Good,Yes,Employed,Working
2960,25,Male,40201,Premium,11,4,Afternoon,Yes,Divorced,Rural,No,Good,No,Early Career,Working
2961,30,Female,31570,Basic,34,4,Afternoon,Yes,Divorced,Urban,Yes,Good,No,Early Career,Working
2962,25,Female,22676,Basic,27,5,Afternoon,Yes,Married,Rural,Yes,Excellent,No,Early Career,Working
2963,40,Female,64718,Premium,23,5,Morning,Yes,Married,Suburban,No,Average,No,Employed,Working
2964,60,Female,89535,VIP,17,3,Afternoon,Yes,Single,Urban,No,Poor,Yes,Late Career,Working
2965,18,Male,32426,Basic,58,2,Afternoon,Yes,Single,Suburban,Yes,Good,Yes,Student,In Education
2966,62,Female,103696,VIP,60,3,Evening,No,Married,Suburban,No,Average,No,Late Career,Working
2967,68,Male,77220,Premium,23,5,Morning,Yes,Divorced,Urban,No,Excellent,Yes,Retired,Retired
2968,41,Female,79989,Premium,34,6,Afternoon,Yes,Divorced,Suburban,No,Poor,No,Employed,Working
2969,52,Female,51995,Premium,21,5,Evening,No,Married,Urban,No,Average,Yes,Employed,Working
2970,41,Male,68912,Premium,33,4,Morning,Yes,Single,Urban,No,Excellent,No,Employed,Working
2971,34,Other,31005,Basic,5,3,Afternoon,No,Single,Rural,Yes,Excellent,No,Employed,Working
2972,22,Female,21765,Basic,59,1,Evening,No,Single,Suburban,Yes,Average,No,Student,In Education
2973,37,Male,73009,VIP,52,5,Morning,No,Married,Rural,No,Average,No,Employed,Working
2974,38,Female,87543,Premium,17,4,Afternoon,Yes,Married,Suburban,No,Good,Yes,Employed,Working
2975,57,Male,82675,VIP,60,2,Evening,No,Divorced,Urban,No,Poor,Yes,Late Career,Working
2976,48,Female,73930,VIP,1,3,Morning,No,Married,Suburban,No,Poor,No,Employed,Working
2977,63,Female,118216,VIP,7,5,Evening,Yes,Single,Suburban,No,Good,No,Late Career,Working
2978,53,Other,59591,Premium,3,1,Evening,No,Divorced,Rural,No,Poor,Yes,Employed,Working
2979,28,Female,30076,Basic,26,5,Afternoon,No,Single,Urban,Yes,Poor,No,Early Career,Working
2980,69,Male,60438,Premium,16,1,Evening,No,Single,Rural,No,Excellent,Yes,Retired,Retired
2981,32,Female,46964,VIP,16,3,Afternoon,Yes,Divorced,Rural,No,Average,No,Employed,Working
2982,36,Male,83364,VIP,44,6,Afternoon,No,Single,Suburban,No,Good,No,Employed,Working
2983,24,Female,22441,Basic,41,1,Evening,No,Divorced,Rural,Yes,Average,Yes,Early Career,Working
2984,68,Female,47255,Premium,57,1,Evening,Yes,Single,Urban,No,Poor,Yes,Retired,Retired
2985,45,Male,46543,Basic,14,4,Evening,No,Single,Rural,No,Poor,Yes,Employed,Working
2986,68,Male,52134,Premium,44,6,Evening,Yes,Divorced,Rural,No,Good,Yes,Retired,Retired
2987,60,Female,61721,Premium,26,3,Morning,No,Single,Urban,No,Average,No,Late Career,Working
2988,22,Female,8453,Basic,27,5,Afternoon,Yes,Single,Rural,Yes,Excellent,No,Student,In Education
2989,22,Male,27953,Basic,57,6,Evening,Yes,Divorced,Suburban,Yes,Average,Yes,Student,In Education
2990,47,Male,108434,VIP,48,2,Morning,No,Divorced,Suburban,No,Average,Yes,Employed,Working
2991,49,Male,94222,VIP,17,3,Evening,No,Divorced,Suburban,No,Good,No,Employed,Working
2992,25,Female,40719,Basic,44,6,Morning,Yes,Married,Urban,No,Excellent,No,Early Career,Working
2993,27,Male,54080,Premium,4,3,Afternoon,No,Single,Suburban,No,Average,No,Early Career,Working
2994,55,Female,76906,VIP,17,2,Evening,Yes,Divorced,Rural,No,Average,Yes,Employed,Working
2995,64,Male,89518,VIP,33,5,Morning,No,Single,Urban,No,Poor,Yes,Late Career,Working
2996,49,Female,69412,Premium,30,4,Morning,No,Divorced,Urban,No,Poor,No,Employed,Working
2997,65,Male,114221,VIP,57,6,Afternoon,Yes,Single,Urban,No,Excellent,Yes,Late Career,Working
2998,45,Female,74023,VIP,21,5,Evening,No,Single,Suburban,No,Average,No,Employed,Working
2999,34,Male,70244,Premium,17,2,Evening,No,Divorced,Rural,No,Average,No,Employed,Working
3000,48,Female,45741,Premium,11,5,Afternoon,No,Divorced,Rural,No,Poor,Yes,Employed,Working
3001,25,Male,30711,Basic,51,3,Afternoon,No,Married,Rural,Yes,Excellent,No,Early Career,Working
3002,57,Female,70364,Premium,55,4,Afternoon,Yes,Divorced,Suburban,No,Good,Yes,Late Career,Working
3003,42,Female,60648,Premium,30,1,Morning,Yes,Divorced,Urban,No,Poor,No,Employed,Working
3004,26,Male,35314,Basic,18,6,Morning,Yes,Divorced,Rural,Yes,Average,No,Early Career,Working
3005,19,Female,6342,Basic,20,5,Afternoon,Yes,Married,Rural,Yes,Good,Yes,Student,In Education
3006,32,Female,73758,VIP,34,1,Evening,No,Single,Suburban,No,Average,No,Employed,Working
3007,67,Male,91741,VIP,41,4,Morning,Yes,Married,Suburban,No,Average,No,Retired,Retired
3008,20,Male,10009,Basic,28,1,Afternoon,Yes,Single,Rural,Yes,Average,No,Student,In Education
3009,66,Male,34865,Basic,9,5,Morning,Yes,Divorced,Rural,Yes,Excellent,No,Retired,Retired
3010,53,Female,68755,VIP,44,2,Morning,No,Divorced,Urban,No,Good,No,Employed,Working
3011,21,Female,9199,Basic,31,6,Afternoon,No,Divorced,Rural,Yes,Average,No,Student,In Education
3012,31,Male,69526,Premium,45,3,Evening,Yes,Married,Urban,No,Excellent,No,Employed,Working
3013,58,Female,85066,VIP,16,3,Evening,No,Married,Urban,No,Good,Yes,Late Career,Working
3014,58,Female,112659,VIP,31,6,Morning,No,Divorced,Suburban,No,Poor,No,Late Career,Working
3015,42,Female,53658,Premium,29,1,Evening,Yes,Married,Urban,No,Excellent,Yes,Employed,Working
3016,67,Female,54031,Premium,13,3,Evening,Yes,Divorced,Urban,No,Good,No,Retired,Retired
3017,27,Female,33225,Basic,23,6,Afternoon,Yes,Married,Urban,Yes,Average,Yes,Early Career,Working
3018,38,Female,88355,Premium,14,6,Afternoon,No,Divorced,Suburban,No,Average,No,Employed,Working
3019,53,Male,82222,VIP,39,3,Afternoon,Yes,Married,Rural,No,Excellent,Yes,Employed,Working
3020,29,Female,15764,Basic,2,2,Evening,No,Single,Rural,Yes,Poor,No,Early Career,Working
3021,44,Female,48933,Basic,12,1,Evening,No,Divorced,Urban,No,Excellent,Yes,Employed,Working
3022,57,Female,103338,VIP,58,2,Afternoon,Yes,Married,Suburban,No,Poor,No,Late Career,Working
3023,19,Female,5592,Basic,28,2,Evening,No,Married,Rural,Yes,Poor,No,Student,In Education
3024,30,Female,36012,Basic,32,4,Afternoon,No,Divorced,Urban,Yes,Excellent,No,Early Career,Working
3025,70,Female,57780,Premium,56,1,Morning,Yes,Married,Rural,No,Excellent,No,Retired,Retired
3026,49,Male,67447,Premium,49,2,Morning,No,Single,Rural,No,Excellent,No,Employed,Working
3027,48,Male,84911,VIP,24,5,Evening,No,Single,Urban,No,Good,No,Employed,Working
3028,33,Female,62266,Premium,37,3,Evening,No,Married,Rural,No,Good,No,Employed,Working
3029,49,Female,50232,Premium,29,1,Evening,No,Divorced,Rural,No,Excellent,Yes,Employed,Working
3030,49,Male,62271,Premium,52,4,Evening,No,Married,Urban,No,Good,Yes,Employed,Working
3031,51,Female,74308,Premium,42,2,Morning,No,Married,Urban,No,Good,No,Employed,Working
3032,28,Female,37820,Basic,18,5,Afternoon,Yes,Single,Urban,Yes,Poor,Yes,Early Career,Working
3033,27,Male,36918,VIP,3,3,Morning,Yes,Married,Urban,Yes,Average,Yes,Early Career,Working
3034,32,Male,104130,VIP,13,3,Afternoon,Yes,Divorced,Suburban,No,Average,No,Employed,Working
3035,34,Male,106081,VIP,13,5,Evening,Yes,Single,Suburban,No,Good,Yes,Employed,Working
3036,57,Female,61211,Premium,42,1,Afternoon,No,Married,Urban,No,Poor,No,Late Career,Working
3037,35,Male,75611,Premium,29,3,Afternoon,Yes,Divorced,Rural,No,Excellent,No,Employed,Working
3038,26,Male,35834,Basic,2,3,Afternoon,Yes,Single,Urban,Yes,Poor,No,Early Career,Working
3039,42,Male,92680,VIP,59,3,Afternoon,Yes,Divorced,Urban,No,Poor,Yes,Employed,Working
3040,57,Male,73399,Premium,28,6,Morning,Yes,Divorced,Urban,No,Average,No,Late Career,Working
3041,31,Male,83619,VIP,48,2,Evening,Yes,Divorced,Suburban,No,Excellent,Yes,Employed,Working
3042,42,Male,108103,VIP,4,2,Evening,Yes,Married,Suburban,No,Average,No,Employed,Working
3043,67,Female,72322,Premium,51,3,Afternoon,Yes,Single,Urban,No,Good,No,Retired,Retired
3044,39,Female,57853,Premium,5,4,Evening,Yes,Married,Urban,No,Average,Yes,Employed,Working
3045,69,Male,92529,VIP,39,6,Morning,Yes,Single,Rural,No,Poor,No,Retired,Retired
3046,47,Male,55497,Premium,41,3,Afternoon,Yes,Divorced,Rural,No,Excellent,No,Employed,Working
3047,37,Other,71474,Premium,5,1,Evening,Yes,Divorced,Urban,No,Excellent,No,Employed,Working
3048,38,Male,71891,Premium,8,6,Evening,No,Married,Urban,No,Excellent,Yes,Employed,Working
3049,61,Male,102461,VIP,34,4,Afternoon,Yes,Divorced,Suburban,No,Average,No,Late Career,Working
3050,49,Male,39644,Basic,54,1,Morning,No,Divorced,Rural,Yes,Average,Yes,Employed,Working
3051,68,Male,58703,Premium,56,5,Afternoon,Yes,Divorced,Urban,No,Average,No,Retired,Retired
3052,63,Female,79279,VIP,25,5,Afternoon,Yes,Single,Rural,No,Good,Yes,Late Career,Working
3053,66,Male,73051,Premium,27,2,Evening,No,Single,Suburban,No,Average,Yes,Retired,Retired
3054,38,Female,73993,VIP,52,6,Evening,No,Married,Suburban,No,Good,No,Employed,Working
3055,52,Male,78259,VIP,52,2,Afternoon,No,Single,Suburban,No,Average,Yes,Employed,Working
3056,49,Male,53862,Premium,7,2,Afternoon,No,Divorced,Rural,No,Good,No,Employed,Working
3057,47,Female,59377,Premium,36,6,Evening,No,Divorced,Rural,No,Poor,No,Employed,Working
3058,56,Male,83165,VIP,32,5,Afternoon,No,Divorced,Urban,No,Poor,No,Late Career,Working
3059,66,Female,47478,Premium,21,6,Morning,No,Married,Urban,No,Excellent,Yes,Retired,Retired
3060,29,Male,67487,VIP,47,1,Afternoon,Yes,Divorced,Suburban,No,Poor,Yes,Early Career,Working
3061,58,Female,72943,Premium,18,4,Morning,No,Divorced,Urban,No,Excellent,Yes,Late Career,Working
3062,64,Male,73736,Premium,2,2,Afternoon,No,Married,Rural,No,Good,No,Late Career,Working
3063,35,Female,65762,Premium,59,5,Afternoon,No,Single,Rural,No,Excellent,No,Employed,Working
3064,38,Male,59762,Premium,46,2,Afternoon,No,Single,Rural,No,Poor,No,Employed,Working
3065,30,Female,15569,Basic,42,3,Evening,Yes,Single,Rural,Yes,Good,No,Early Career,Working
3066,38,Male,58964,Premium,5,4,Evening,No,Married,Urban,No,Excellent,Yes,Employed,Working
3067,25,Female,24324,Basic,44,1,Evening,No,Married,Rural,Yes,Good,Yes,Early Career,Working
3068,63,Male,86287,Premium,42,2,Evening,No,Divorced,Rural,No,Good,Yes,Late Career,Working
3069,57,Female,94776,VIP,58,3,Evening,No,Divorced,Urban,No,Poor,Yes,Late Career,Working
3070,63,Male,98244,VIP,50,3,Evening,No,Married,Rural,No,Good,Yes,Late Career,Working
